dataset_name,type,layer,binarize_value,top_n,width,linear_macro_f1_score
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,16k,0.5705665024630542
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,16k,0.6268382518948558
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,16k,0.6838732760863908
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,16k,0.4733333333333333
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,16k,0.6497432306255835
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,16k,0.6554578038449006
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,16k,0.722619813968762
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,16k,0.5998085998085998
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,16k,0.4895399275244236
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,16k,0.5602108768035516
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,16k,0.5493827160493826
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,16k,0.5293810681278237
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,16k,0.6121006560803056
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,16k,0.5644786593571978
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,16k,0.4577556889092271
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,16k,0.5189894280803372
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,16k,0.6047803457888737
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,16k,0.6490319627671406
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,16k,0.6248656810909775
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,16k,0.5883231180260884
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,16k,0.5449025949025949
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,16k,0.6113823406332822
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,16k,0.5684122134446074
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,16k,0.6042361816335413
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,16k,0.6161525704809286
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,16k,0.5774066054919751
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,16k,0.596437389770723
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,16k,0.5218703255313425
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,16k,0.5387614135525953
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,16k,0.6445741536261851
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,16k,0.5056787556787556
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,16k,0.5893838502534154
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,16k,0.7261889238759075
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,16k,0.6233618233618233
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,16k,0.5328116681367057
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,16k,0.7505901505901506
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,65k,0.5989247506580696
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,65k,0.7361769147788565
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,65k,0.7015011132658192
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,65k,0.5859760227508243
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,65k,0.5368093641086341
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,65k,0.52004844176098
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,65k,0.578228209670553
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,65k,0.5171356421356421
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,65k,0.6294823669613395
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,65k,0.7509736983360172
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,65k,0.4932518461930226
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,65k,0.4992679719099729
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,65k,0.4941886380901386
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,65k,0.6116808322403637
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,65k,0.5877731564006075
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,65k,0.5892141756548536
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,65k,0.6942457423740848
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,65k,0.612759734771254
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,65k,0.5340396976760613
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,65k,0.5852850877192982
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,65k,0.5081801786793451
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,65k,0.5519479576451091
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,65k,0.5545711440020383
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,65k,0.5606103475978699
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,65k,0.6185942072342517
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,65k,0.63174939079133
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,65k,0.5843786295005807
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,65k,0.5025973087131187
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,65k,0.602006113936543
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,65k,0.5510356133635974
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,65k,0.5579550407710053
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,65k,0.6085975646642988
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,65k,0.4397185991455363
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,65k,0.537861360127368
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,65k,0.558650576562081
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,65k,0.4876814441705665
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,65k,0.6488568670386852
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,65k,0.5078683334497288
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,65k,0.7304461898273652
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,65k,0.503076183927501
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,65k,0.4580492286861067
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,65k,0.5257799671592776
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,65k,0.712986748216106
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,65k,0.6069295101553166
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,65k,0.496205828997905
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,65k,0.5044498381877023
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,65k,0.4846296296296296
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,65k,0.5381850239208731
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.565911730545877
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.6520003181420505
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.6021820327517823
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.6430892044927132
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.5621542473600957
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.6294610861775042
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.6219433073298833
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.7827580649447622
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.5744870305845915
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.6429432457086208
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.75331639415275
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.6623917592145502
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.5979469941822884
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.6450720529667898
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.6387082200670553
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.5181286549707602
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.6057832508480564
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.6759699881802765
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.6288381472807703
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.5730442458347126
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.5690802824904618
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.5028218252052149
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.6495069728883163
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.7241664741664741
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.6091954022988506
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.5557340881726884
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.5645182540612385
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.4629577109724586
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.5749415890345425
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.6659290794714886
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.5330326219181686
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.5102866368463516
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.638095238095238
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.4996886931736844
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.7416696678156779
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.6235587002096435
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.6238303676214039
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.623651721897336
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.7534360670512518
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.5783713350527583
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.5441332468294
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.6781609195402298
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.6958162844545944
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.5380466613032985
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.7823299013299013
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.5009640365002683
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.4772829509671615
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.5943655810144461
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.5350438034063613
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.4696980218774032
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.6556017556017556
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.5580104923325262
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.7351153729455625
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.467099567099567
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.6746728189071534
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.4935441462104306
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.6031716105245518
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.6678925458801426
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.4942785017747536
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.5524828113063407
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.5036834166865126
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.5073228035876592
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.6614564629270511
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.765492200758322
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.746981596981597
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.6398321226795803
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.6722962386679202
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.6150863473444118
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.5859705859705859
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.643007662835249
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.5142158675376968
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.5448384665306357
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.6832558805368066
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.6100686037126715
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.6821906767909468
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.5298995666642726
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.6725181598062954
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.604038075407154
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.6370335134358901
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.468080076067124
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.4672619047619048
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.4767628205128205
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.6306683796496934
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.5883025883025883
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.6584227676148887
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.5389983753620117
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.7287361807046846
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.5243572439245451
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.7585762575150129
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.506266050333847
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,20,16k,0.639621264925082
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,20,16k,0.5508394044979411
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,0,16k,0.7650367847089159
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,50,16k,0.6140369810777754
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,1,50,16k,0.6004958877600387
cardiffnlp/tweet_sentiment_multilingual,Hidden States,20,0,0,16k,0.5751091834583296
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.5786047654139033
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.723816837278113
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.5237763217707233
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.4840823091597085
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.7425740534750546
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.4791144527986633
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.4850310332238043
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.6051423324150597
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.5301444691208471
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.4831713481592122
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.7356840573320907
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.6145751910369602
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.5013791052734115
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.5804004359654317
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.5222781969413136
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.4780926675663517
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.5786210495696662
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.5336113332620732
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.6092473734900784
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.5973525119866583
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.5786216905019715
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.5210776255466982
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.6662946947505463
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.6190765463492736
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.5799772617954436
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.7394838251173831
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.4757195443313133
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.6480489346612809
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.6151891447077977
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.4613168724279835
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.7297235875482269
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.5052335746849022
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.6842573105418955
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.5199001937405435
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.7477770924883714
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.5926108374384236
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.5864926671062932
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.4664491152337393
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.55286618143761
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.6122349872349871
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.5750010816238321
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.6133317728683148
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.6696108227297276
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.6296956688806218
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.5367576099789538
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.4478392018297108
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.5690690690690691
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.5775017253278123
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.4719226159904126
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.4998618479221928
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.7296206618240517
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.655384233203985
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.599134786117837
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.6886236368994988
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.5652714641049833
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.6114267912772586
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.7988544393682734
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.5960153508771929
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.6166014715829161
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.5071480483946816
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.7080764975501816
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.5255759343420704
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.4854335622862187
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.5525498572941535
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.5434126812823122
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.65166987004889
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.5347385847385848
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.5994594960726868
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.596558619827694
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.5910972321896154
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.5303794536587877
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.5578973225251781
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.5214522647026371
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.6775276273708876
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.6080572626027172
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.6266276246336068
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.5897828211993711
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.4703049183059951
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.547736168139984
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.6369722259613227
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.5073345787507009
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.6076082387557797
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.6257818089501258
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.770027579354883
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.5048108200650573
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,0,16k,0.4898836760571144
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,20,16k,0.5792659287957094
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,50,16k,0.5466293137779975
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.4594735640431847
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.6185183900203156
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.5861581920903954
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.519047619047619
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.6574463118580766
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,1,50,16k,0.4896780303030303
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,0,16k,0.4409506006579431
cardiffnlp/tweet_sentiment_multilingual,Hidden States,31,0,20,16k,0.5071561988808408
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,16k,0.437246963562753
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,16k,0.6525096872334084
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,16k,0.631309131384049
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,16k,0.6756743886743886
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,16k,0.5076648841354724
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,16k,0.5131461131461131
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,16k,0.6012370670265407
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,16k,0.4158291796289229
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,16k,0.515677149499192
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,16k,0.4453149995907646
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,16k,0.4724107591754651
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,16k,0.644384221619994
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,16k,0.7086080915546646
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,16k,0.6037953204745807
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,16k,0.5492982537284286
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,16k,0.5008054980622348
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,16k,0.656120326786777
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,16k,0.483165882534103
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,16k,0.4236988018377697
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,16k,0.5486012328117591
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,16k,0.4313154858609404
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,16k,0.5294087729690595
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,16k,0.4253461799813144
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,16k,0.495086285963882
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,16k,0.6311233618646938
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,16k,0.5550903119868638
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,16k,0.6906289594403742
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,16k,0.7052421560740144
