model_name,layer,width,type,dataset_name,top_n,binarize_value,last_token,timestamp,model_type,sae_location,dataset_config_name,dataset_split,linear_macro_f1_score,linear_accuracy,linear_mean_cv_accuracy,linear_std_cv_accuracy,decision_tree_macro_f1_score,decision_tree_accuracy,decision_tree_mean_cv_accuracy,decision_tree_std_cv_accuracy
Gemma 2 27B,22,2^17,Hidden States,nelorth/oxford-flowers,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,nelorth/oxford-flowers,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,nelorth/oxford-flowers,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,nelorth/oxford-flowers,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,textdetox/multilingual_toxicity_dataset,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,textdetox/multilingual_toxicity_dataset,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,textdetox/multilingual_toxicity_dataset,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,textdetox/multilingual_toxicity_dataset,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,cardiffnlp/tweet_sentiment_multilingual,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,cardiffnlp/tweet_sentiment_multilingual,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,cardiffnlp/tweet_sentiment_multilingual,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,cardiffnlp/tweet_sentiment_multilingual,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,pminervini/NQ-Swap-original,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,pminervini/NQ-Swap-original,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,pminervini/NQ-Swap-original,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,pminervini/NQ-Swap-original,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,pminervini/NQ-Swap-subbed-context,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,pminervini/NQ-Swap-subbed-context,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,pminervini/NQ-Swap-subbed-context,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,pminervini/NQ-Swap-subbed-context,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,pminervini/NQ-Swap-no-context,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,pminervini/NQ-Swap-no-context,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,pminervini/NQ-Swap-no-context,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,pminervini/NQ-Swap-no-context,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,inspect_evals/pubmedqa,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,inspect_evals/pubmedqa,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,inspect_evals/pubmedqa,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,inspect_evals/pubmedqa,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,inspect_evals/piqa,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,inspect_evals/piqa,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,inspect_evals/piqa,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,inspect_evals/piqa,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,inspect_evals/boolq,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,Hidden States,inspect_evals/boolq,4,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,inspect_evals/boolq,1,0,True,,,,,,,,,,,,,
Gemma 2 27B,22,2^17,SAE Features,inspect_evals/boolq,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,Anthropic/election_questions,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,Anthropic/election_questions,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,Anthropic/election_questions,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,Anthropic/election_questions,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,AIM-Harvard/reject_prompts,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,AIM-Harvard/reject_prompts,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,AIM-Harvard/reject_prompts,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,AIM-Harvard/reject_prompts,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,jackhhao/jailbreak-classification,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,jackhhao/jailbreak-classification,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,jackhhao/jailbreak-classification,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,jackhhao/jailbreak-classification,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,willcb/massive-intent,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,willcb/massive-intent,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,willcb/massive-intent,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,willcb/massive-intent,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,willcb/massive-scenario,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,willcb/massive-scenario,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,willcb/massive-scenario,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,willcb/massive-scenario,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,legacy-datasets/banking77,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,legacy-datasets/banking77,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,legacy-datasets/banking77,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,legacy-datasets/banking77,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,SetFit/tweet_eval_stance_abortion,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,SetFit/tweet_eval_stance_abortion,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,SetFit/tweet_eval_stance_abortion,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,SetFit/tweet_eval_stance_abortion,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,"baseline: tfidf, last token prob",1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,"baseline: tfidf, last token prob",4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,"baseline: tfidf, last token prob",1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,"baseline: tfidf, last token prob",4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,renumics/cifar100-enriched,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,renumics/cifar100-enriched,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,renumics/cifar100-enriched,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,renumics/cifar100-enriched,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,rajistics/indian_food_images,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,rajistics/indian_food_images,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,rajistics/indian_food_images,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,rajistics/indian_food_images,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,nelorth/oxford-flowers,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,nelorth/oxford-flowers,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,nelorth/oxford-flowers,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,nelorth/oxford-flowers,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,textdetox/multilingual_toxicity_dataset,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,textdetox/multilingual_toxicity_dataset,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,textdetox/multilingual_toxicity_dataset,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,textdetox/multilingual_toxicity_dataset,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,cardiffnlp/tweet_sentiment_multilingual,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,cardiffnlp/tweet_sentiment_multilingual,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,cardiffnlp/tweet_sentiment_multilingual,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,cardiffnlp/tweet_sentiment_multilingual,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,pminervini/NQ-Swap-original,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,pminervini/NQ-Swap-original,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,pminervini/NQ-Swap-original,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,pminervini/NQ-Swap-original,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,pminervini/NQ-Swap-subbed-context,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,pminervini/NQ-Swap-subbed-context,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,pminervini/NQ-Swap-subbed-context,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,pminervini/NQ-Swap-subbed-context,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,pminervini/NQ-Swap-no-context,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,pminervini/NQ-Swap-no-context,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,pminervini/NQ-Swap-no-context,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,pminervini/NQ-Swap-no-context,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,inspect_evals/pubmedqa,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,inspect_evals/pubmedqa,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,inspect_evals/pubmedqa,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,inspect_evals/pubmedqa,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,inspect_evals/piqa,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,inspect_evals/piqa,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,inspect_evals/piqa,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,inspect_evals/piqa,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,inspect_evals/boolq,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,Hidden States,inspect_evals/boolq,4,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,inspect_evals/boolq,1,0,True,,,,,,,,,,,,,
"Gemma 2 2B (2,4)",12,2^17,SAE Features,inspect_evals/boolq,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,Anthropic/election_questions,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,Anthropic/election_questions,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,Anthropic/election_questions,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,Anthropic/election_questions,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,AIM-Harvard/reject_prompts,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,AIM-Harvard/reject_prompts,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,AIM-Harvard/reject_prompts,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,AIM-Harvard/reject_prompts,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,jackhhao/jailbreak-classification,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,jackhhao/jailbreak-classification,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,jackhhao/jailbreak-classification,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,jackhhao/jailbreak-classification,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,willcb/massive-intent,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,willcb/massive-intent,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,willcb/massive-intent,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,willcb/massive-intent,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,willcb/massive-scenario,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,willcb/massive-scenario,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,willcb/massive-scenario,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,willcb/massive-scenario,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,legacy-datasets/banking77,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,legacy-datasets/banking77,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,legacy-datasets/banking77,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,legacy-datasets/banking77,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,SetFit/tweet_eval_stance_abortion,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,SetFit/tweet_eval_stance_abortion,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,SetFit/tweet_eval_stance_abortion,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,SetFit/tweet_eval_stance_abortion,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,"baseline: tfidf, last token prob",1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,"baseline: tfidf, last token prob",4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,"baseline: tfidf, last token prob",1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,"baseline: tfidf, last token prob",4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,renumics/cifar100-enriched,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,renumics/cifar100-enriched,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,renumics/cifar100-enriched,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,renumics/cifar100-enriched,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,rajistics/indian_food_images,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,rajistics/indian_food_images,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,rajistics/indian_food_images,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,rajistics/indian_food_images,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,nelorth/oxford-flowers,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,nelorth/oxford-flowers,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,nelorth/oxford-flowers,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,nelorth/oxford-flowers,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,textdetox/multilingual_toxicity_dataset,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,textdetox/multilingual_toxicity_dataset,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,textdetox/multilingual_toxicity_dataset,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,textdetox/multilingual_toxicity_dataset,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,cardiffnlp/tweet_sentiment_multilingual,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,cardiffnlp/tweet_sentiment_multilingual,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,cardiffnlp/tweet_sentiment_multilingual,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,cardiffnlp/tweet_sentiment_multilingual,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,pminervini/NQ-Swap-original,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,pminervini/NQ-Swap-original,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,pminervini/NQ-Swap-original,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,pminervini/NQ-Swap-original,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,pminervini/NQ-Swap-subbed-context,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,pminervini/NQ-Swap-subbed-context,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,pminervini/NQ-Swap-subbed-context,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,pminervini/NQ-Swap-subbed-context,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,pminervini/NQ-Swap-no-context,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,pminervini/NQ-Swap-no-context,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,pminervini/NQ-Swap-no-context,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,pminervini/NQ-Swap-no-context,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,inspect_evals/pubmedqa,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,inspect_evals/pubmedqa,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,inspect_evals/pubmedqa,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,inspect_evals/pubmedqa,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,inspect_evals/piqa,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,inspect_evals/piqa,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,inspect_evals/piqa,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,inspect_evals/piqa,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,inspect_evals/boolq,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,Hidden States,inspect_evals/boolq,4,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,inspect_evals/boolq,1,0,True,,,,,,,,,,,,,
"Gemma 2 9B (2,4)",20,2^17,SAE Features,inspect_evals/boolq,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,Anthropic/election_questions,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,Anthropic/election_questions,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,Anthropic/election_questions,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,Anthropic/election_questions,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,AIM-Harvard/reject_prompts,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,AIM-Harvard/reject_prompts,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,AIM-Harvard/reject_prompts,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,AIM-Harvard/reject_prompts,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,jackhhao/jailbreak-classification,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,jackhhao/jailbreak-classification,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,jackhhao/jailbreak-classification,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,jackhhao/jailbreak-classification,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,willcb/massive-intent,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,willcb/massive-intent,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,willcb/massive-intent,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,willcb/massive-intent,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,willcb/massive-scenario,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,willcb/massive-scenario,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,willcb/massive-scenario,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,willcb/massive-scenario,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,legacy-datasets/banking77,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,legacy-datasets/banking77,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,legacy-datasets/banking77,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,legacy-datasets/banking77,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,SetFit/tweet_eval_stance_abortion,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,SetFit/tweet_eval_stance_abortion,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,SetFit/tweet_eval_stance_abortion,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,SetFit/tweet_eval_stance_abortion,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,"baseline: tfidf, last token prob",1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,"baseline: tfidf, last token prob",4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,"baseline: tfidf, last token prob",1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,"baseline: tfidf, last token prob",4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,renumics/cifar100-enriched,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,renumics/cifar100-enriched,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,renumics/cifar100-enriched,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,renumics/cifar100-enriched,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,rajistics/indian_food_images,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,Hidden States,rajistics/indian_food_images,4,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,rajistics/indian_food_images,1,0,True,,,,,,,,,,,,,
"Gemma 2 27B (2,4)",22,2^17,SAE Features,rajistics/indian_food_images,4,0,True,,,,,,,,,,,,,
